rank,feature_id,mean_normalized_attribution_contrast_repeat_minus_first_occurrence,contrast_to_task_sd,support_tasks_either_boundary,positive_contrast_tasks,positive_contrast_fraction_over_support,repeat_mean_normalized_attribution,sham_mean_normalized_attribution
2340,11433,-0.00012010190403088927,-0.17968137562274933,16,8,0.5,-7.4288864198024385e-06,0.00011267301306361333
2341,990,-0.00012017006520181894,-0.29471728205680847,14,5,0.3571428656578064,8.395443728659302e-05,0.0002041245170403272
2342,1259,-0.00012089872325304896,-0.22428171336650848,9,3,0.3333333432674408,-0.00012662353401537985,-5.724817128793802e-06
2343,5627,-0.00012119275197619572,-0.3117923438549042,17,5,0.29411765933036804,-5.1390390581218526e-05,6.980235775699839e-05
2344,13877,-0.0001223821600433439,-0.16370846331119537,7,2,0.2857142984867096,5.093173967907205e-05,0.00017331389244645834
2345,1280,-0.00012260414951015264,-0.12061785161495209,16,5,0.3125,0.0004937817575410008,0.0006163858924992383
2346,7758,-0.00012341201363597065,-0.3233439028263092,9,1,0.1111111119389534,6.919151928741485e-06,0.00013033115828875452
2347,4029,-0.00012346181028988212,-0.25449079275131226,20,9,0.44999998807907104,-5.0035840104101226e-05,7.342595927184448e-05
2348,5692,-0.0001246504543814808,-0.2810174822807312,24,11,0.4583333432674408,-0.00014671344251837581,-2.2062984498916194e-05
2349,6,-0.00012472819071263075,-0.117097869515419,15,9,0.6000000238418579,6.0113972722319886e-05,0.00018484216707292944
2350,1727,-0.00012612587306648493,-0.10506904125213623,12,5,0.4166666567325592,7.594226917717606e-05,0.00020206815679557621
2351,9204,-0.0001263752783415839,-0.16082151234149933,4,1,0.25,-1.2348516975180246e-05,0.00011402675590943545
2352,15411,-0.0001267781190108508,-0.21173802018165588,5,1,0.20000000298023224,-9.237696212949231e-05,3.440115324337967e-05
2353,4972,-0.00012682841042988002,-0.2113504856824875,16,8,0.5,-2.786168988677673e-05,9.89667241810821e-05
2354,1230,-0.00012771994806826115,-0.20155492424964905,20,7,0.3499999940395355,1.339045866188826e-05,0.00014111041673459113
2355,10626,-0.00012778704694937915,-0.13726815581321716,5,1,0.20000000298023224,3.9066762838047e-05,0.00016685381706338376
2356,10085,-0.00012799040996469557,-0.07168068736791611,25,13,0.5199999809265137,-0.0012197850737720728,-0.0010917946929112077
2357,1711,-0.0001280810683965683,-0.20655019581317902,8,4,0.5,4.3780859414255247e-05,0.00017186193144880235
2358,8013,-0.0001287797640543431,-0.08680709451436996,8,3,0.375,-0.00024130188103299588,-0.00011252212425461039
2359,1675,-0.00012919529399368912,-0.17721547186374664,10,4,0.4000000059604645,-9.68189342529513e-05,3.237635246478021e-05
2360,3653,-0.00012921864981763065,-0.2359696477651596,8,1,0.125,1.7456732166465372e-05,0.00014667538926005363
2361,377,-0.0001292381639359519,-0.19441428780555725,5,1,0.20000000298023224,-3.0488688935292885e-05,9.87494713626802e-05
2362,12230,-0.00012946597416885197,-0.28194501996040344,9,4,0.4444444477558136,-2.9294710657268297e-06,0.00012653649901039898
2363,6184,-0.00012959568994119763,-0.1782219111919403,13,5,0.38461539149284363,-1.3653503629029728e-05,0.00011594218813115731
2364,14204,-0.00012980270548723638,-0.03634561970829964,21,8,0.380952388048172,-0.0009947950020432472,-0.0008649922674521804
2365,7080,-0.00012988076196052134,-0.0778612494468689,23,11,0.47826087474823,-1.9264884031144902e-05,0.00011061590339522809
2366,13805,-0.0001301735610468313,-0.18814769387245178,13,4,0.3076923191547394,-8.232214895542711e-05,4.785142300534062e-05
2367,14730,-0.00013027882960159332,-0.14026062190532684,16,5,0.3125,-5.590368527919054e-05,7.437512977048755e-05
2368,14840,-0.0001309853687416762,-0.055967528373003006,28,9,0.3214285671710968,-3.318895323900506e-05,9.779640095075592e-05
2369,324,-0.00013115079491399229,-0.10013151168823242,17,7,0.4117647111415863,-0.0003557656309567392,-0.00022461482149083167
2370,13408,-0.0001312546373810619,-0.1675979644060135,27,15,0.5555555820465088,5.699102075595874e-06,0.0001369537494610995
2371,3575,-0.00013174231571611017,-0.17460379004478455,14,6,0.4285714328289032,-1.760498525982257e-05,0.0001141373286372982
2372,9636,-0.00013177494111005217,-0.13361212611198425,10,5,0.5,-0.00015568480012007058,-2.390986992395483e-05
2373,11316,-0.000132336892420426,-0.18095509707927704,13,6,0.4615384638309479,-2.1067398847662844e-05,0.0001112695099436678
2374,10283,-0.00013236021914053708,-0.1881229430437088,13,6,0.4615384638309479,-1.975336272153072e-05,0.00011260685278102756
2375,11683,-0.00013238850806374103,-0.09231829643249512,13,7,0.5384615659713745,-0.00041295067057944834,-0.0002805621479637921
2376,2017,-0.00013272641808725893,-0.14952416718006134,8,5,0.625,-6.302284418779891e-06,0.00012642412912100554
2377,1385,-0.0001328046346316114,-0.3050995171070099,17,5,0.29411765933036804,-9.434850767320313e-07,0.00013186114665586501
2378,12527,-0.00013321198639459908,-0.29020214080810547,9,0,0.0,-4.6741370169911534e-05,8.647061622468755e-05
2379,3612,-0.00013345466868486255,-0.06533470004796982,27,11,0.40740740299224854,-0.0012738099321722984,-0.0011403552489355206
2380,14674,-0.00013397118891589344,-0.19858799874782562,9,3,0.3333333432674408,0.0005006704013794661,0.000634641561191529
2381,6403,-0.00013541946827899665,-0.11184466630220413,14,6,0.4285714328289032,4.184786303085275e-05,0.00017726735677570105
2382,3744,-0.00013574254990089685,-0.24869981408119202,15,7,0.46666666865348816,-0.0001915548782562837,-5.581233563134447e-05
2383,8663,-0.0001358325098408386,-0.1643645316362381,18,6,0.3333333432674408,0.00016766050248406827,0.0003034930268768221
2384,10507,-0.000136096277856268,-0.22449500858783722,12,4,0.3333333432674408,3.05375324387569e-05,0.00016663379210513085
2385,496,-0.00013680732809007168,-0.1846911609172821,9,0,0.0,-0.00014108566392678767,-4.278331743989838e-06
2386,3871,-0.00013711972860619426,-0.20899026095867157,10,6,0.6000000238418579,-0.00017664878396317363,-3.9529062632936984e-05
2387,13215,-0.0001384442439302802,-0.13358761370182037,21,9,0.4285714328289032,-0.0003477279969956726,-0.00020928378216922283
2388,6992,-0.00013875908916816115,-0.21966181695461273,5,1,0.20000000298023224,-2.236142427136656e-05,0.00011639764852588996
2389,2228,-0.00013977258640807122,-0.18601980805397034,22,5,0.22727273404598236,-0.00015597364108543843,-1.620106559130363e-05
2390,12058,-0.000139790732646361,-0.26110967993736267,13,4,0.3076923191547394,4.303949390305206e-05,0.00018283021927345544
2391,7097,-0.00014027747965883464,-0.13129709661006927,24,12,0.5,-0.00021320735686458647,-7.2929855377879e-05
2392,6039,-0.0001403746719006449,-0.1564091593027115,5,3,0.6000000238418579,-0.00015206132957246155,-1.1686671314237174e-05
2393,9337,-0.00014055415522307158,-0.14246734976768494,24,13,0.5416666865348816,0.0004504905082285404,0.000591044663451612
2394,16290,-0.00014085540897212923,-0.13514591753482819,19,10,0.5263158082962036,-3.726253271452151e-05,0.00010359285806771368
2395,10552,-0.0001409452670486644,-0.23062850534915924,9,4,0.4444444477558136,-0.0001386994554195553,2.2458173134509707e-06
2396,2358,-0.00014102531713433564,-0.17192475497722626,11,5,0.4545454680919647,0.0002497778332326561,0.00039080315036699176
2397,13,-0.00014161976287141442,-0.2694997787475586,10,3,0.30000001192092896,-6.991321424720809e-05,7.170654134824872e-05
2398,6061,-0.00014189859211910516,-0.1891225427389145,17,8,0.47058823704719543,-0.00012750696623697877,1.4391628610610496e-05
2399,13746,-0.00014198639837559313,-0.08309053629636765,15,8,0.5333333611488342,8.38733249111101e-05,0.00022585973783861846
2400,2419,-0.00014229837688617408,-0.20565913617610931,16,8,0.5,-8.269045065389946e-05,5.960795169812627e-05
2401,5238,-0.00014266130165196955,-0.19399884343147278,9,5,0.5555555820465088,-0.0003571490815375,-0.00021448777988553047
2402,5226,-0.00014340887719299644,-0.22676922380924225,12,7,0.5833333134651184,-1.1487686606415082e-05,0.00013192118785809726
2403,10193,-0.0001444744411855936,-0.21155649423599243,23,12,0.52173912525177,-0.000271687691565603,-0.00012721326493192464
2404,3579,-0.00014497725351247936,-0.05603408440947533,13,9,0.692307710647583,-0.00026952684856951237,-0.0001245496387127787
2405,15602,-0.0001450606796424836,-0.12807460129261017,29,14,0.48275861144065857,-0.0005366465775296092,-0.0003915858978871256
2406,10927,-0.00014783779624849558,-0.22299030423164368,11,4,0.3636363744735718,-5.896766742807813e-05,8.887013245839626e-05
2407,7145,-0.00014833471504971385,-0.19014452397823334,16,7,0.4375,-3.8396006857510656e-05,0.00010993869364028797
2408,2649,-0.00014898262452334166,-0.19878041744232178,4,0,0.0,-0.00015466933837160468,-5.686706572305411e-06
2409,775,-0.0001490785798523575,-0.17413875460624695,12,3,0.25,-1.689769487711601e-05,0.00013218091044109315
2410,5085,-0.0001496251643402502,-0.27505171298980713,8,1,0.125,-0.00014673607074655592,2.8891022338939365e-06
2411,6724,-0.00015014057862572372,-0.13064734637737274,7,3,0.4285714328289032,-4.560940578812733e-05,0.00010453115828568116
2412,8753,-0.00015033122326713055,-0.08186478912830353,21,7,0.3333333432674408,-0.00032878745696507394,-0.00017845627735368907
2413,15735,-0.0001514704490546137,-0.07402698695659637,32,16,0.5,-0.0013757344568148255,-0.0012242639204487205
2414,9868,-0.0001527986314613372,-0.07936517894268036,19,9,0.4736842215061188,-0.000422334938775748,-0.00026953633641824126
2415,12218,-0.00015338664525188506,-0.20690952241420746,5,1,0.20000000298023224,-2.5325483875349164e-05,0.0001280611613765359
2416,7000,-0.00015354079368989915,-0.12161561101675034,25,12,0.47999998927116394,-0.00016317814879585057,-9.637331459089182e-06
2417,10661,-0.000154093824676238,-0.23393790423870087,28,19,0.6785714030265808,-0.00020485793356783688,-5.076409433968365e-05
2418,13057,-0.0001541737001389265,-0.1240852102637291,7,5,0.7142857313156128,-0.0003756108053494245,-0.00022143704700283706
2419,12967,-0.00015454708773177117,-0.21286499500274658,13,5,0.38461539149284363,0.000146640173625201,0.00030118724680505693
2420,10466,-0.00015454880485776812,-0.1588054895401001,35,17,0.48571428656578064,-0.00012064455222571269,3.390428173588589e-05
2421,6698,-0.00015510267985519022,-0.18515585362911224,12,5,0.4166666567325592,-0.00017489607853349298,-1.9793407773249783e-05
2422,5355,-0.00015562587941531092,-0.06827309727668762,16,13,0.8125,-0.00013275883975438774,2.286700691911392e-05
2423,1401,-0.00015726582205388695,-0.17151720821857452,6,2,0.3333333432674408,-0.00025969528360292315,-0.00010242945427307859
2424,8915,-0.00015779613750055432,-0.16907143592834473,31,16,0.5161290168762207,-0.0003949452075175941,-0.00023714909912087023
2425,14518,-0.00015782173431944102,-0.0512155257165432,36,19,0.5277777910232544,-0.0035344273783266544,-0.003376605687662959
2426,4620,-0.00015805361908860505,-0.1722450852394104,5,1,0.20000000298023224,6.135802777862409e-06,0.0001641894195927307
2427,15532,-0.00015828975301701576,-0.12103798985481262,21,14,0.6666666865348816,-0.0004068113921675831,-0.0002485216245986521
2428,8112,-0.00015990274550858885,-0.24792231619358063,10,4,0.4000000059604645,-0.00011189132783329114,4.8011406761361286e-05
2429,12157,-0.000162544718477875,-0.1364937573671341,12,6,0.5,-0.00016371297533623874,-1.1682607237162301e-06
2430,14829,-0.00016263555153273046,-0.18392710387706757,28,14,0.5,-0.00029228729545138776,-0.00012965171481482685
2431,12059,-0.0001636386150494218,-0.1584191471338272,4,2,0.5,-0.000188287696801126,-2.4649070837767795e-05
2432,2646,-0.00016378788859583437,-0.2203104943037033,6,2,0.3333333432674408,-0.0001685234165051952,-4.735508355224738e-06
2433,14659,-0.0001641713606659323,-0.24238349497318268,12,1,0.0833333358168602,-0.00023478623188566417,-7.061487849568948e-05
2434,7753,-0.00016425727517344058,-0.29005593061447144,10,2,0.20000000298023224,-5.895302092540078e-05,0.0001053042578860186
2435,10177,-0.00016455854347441345,-0.22612693905830383,9,4,0.4444444477558136,-0.00030624066130258143,-0.00014168208872433752
2436,10441,-0.00016495943418703973,-0.24628198146820068,20,6,0.30000001192092896,-0.00011020316742360592,5.475624857353978e-05
2437,13127,-0.00016547224367968738,-0.28042545914649963,17,6,0.3529411852359772,4.384185740491375e-05,0.00020931409380864352
2438,4687,-0.00016661577683407813,-0.19034861028194427,9,4,0.4444444477558136,-8.602961315773427e-05,8.058615640038624e-05
2439,2046,-0.00016661726112943143,-0.18034031987190247,17,7,0.4117647111415863,-0.00022996278130449355,-6.33455128991045e-05
2440,2755,-0.00016840430907905102,-0.14654484391212463,7,5,0.7142857313156128,0.00019452176638878882,0.0003629260463640094
2441,4058,-0.00016865368525031954,-0.2174692451953888,15,6,0.4000000059604645,2.432951077935286e-05,0.00019298320694360882
2442,10894,-0.00017117225797846913,-0.14013013243675232,8,4,0.5,-0.0001477421901654452,2.3430064175045118e-05
2443,6271,-0.0001721476874081418,-0.16793088614940643,12,5,0.4166666567325592,-0.00013286550529301167,3.9282171201193705e-05
2444,8720,-0.0001741280866554007,-0.2653137445449829,22,10,0.4545454680919647,-0.00021311121236067265,-3.8983118429314345e-05
2445,8070,-0.00017433489847462624,-0.15831349790096283,37,17,0.45945945382118225,0.0007273700321093202,0.0009017049451358616
2446,13584,-0.00017541751731187105,-0.13404177129268646,28,12,0.4285714328289032,1.0858639143407345e-07,0.00017552610370330513
2447,6067,-0.0001757399586495012,-0.2794122099876404,16,3,0.1875,-9.41447215154767e-05,8.159525168593973e-05
2448,12169,-0.0001766402565408498,-0.1413334459066391,14,5,0.3571428656578064,-0.00013522524386644363,4.141501267440617e-05
2449,1924,-0.0001768191286828369,-0.1558920294046402,13,6,0.4615384638309479,-0.0002306074311491102,-5.378830246627331e-05
2450,2108,-0.00017682502220850438,-0.16438819468021393,26,11,0.42307692766189575,-0.0003083822375629097,-0.00013155720080249012
2451,3170,-0.00017684615158941597,-0.100055031478405,24,13,0.5416666865348816,-0.00037392781814560294,-0.00019708166655618697
2452,11839,-0.00017758597095962614,-0.35981830954551697,21,7,0.3333333432674408,-4.829456520383246e-05,0.00012929140939377248
2453,15908,-0.00017970943008549511,-0.31820937991142273,20,6,0.30000001192092896,0.0004080060462001711,0.0005877154762856662
2454,9607,-0.00018358330999035388,-0.3048848509788513,16,7,0.4375,-0.00010861230839509517,7.497100159525871e-05
2455,7344,-0.00018385020666755736,-0.09478313475847244,22,11,0.5,-0.00042488245526328683,-0.00024103219038806856
2456,12809,-0.00018511503003537655,-0.3100050091743469,17,7,0.4117647111415863,-1.362801867799135e-05,0.0001714870159048587
2457,15627,-0.0001860239717643708,-0.1290373057126999,28,12,0.4285714328289032,-0.00018788132001645863,-1.8573249462860986e-06
2458,12483,-0.00018621276831254363,-0.1760004758834839,10,4,0.4000000059604645,-0.00017439472139813006,1.1818025086540729e-05
2459,2704,-0.00018652513972483575,-0.07442101091146469,17,7,0.4117647111415863,0.001439517829567194,0.0016260429983958602
2460,15899,-0.0001866509992396459,-0.20006054639816284,23,10,0.43478259444236755,-0.00012126659567002207,6.538440356962383e-05
2461,2786,-0.00018910682410933077,-0.1895962804555893,19,10,0.5263158082962036,-0.000123929901747033,6.517690781038254e-05
2462,2924,-0.00018942655879072845,-0.1835702508687973,26,12,0.4615384638309479,-0.000309164694044739,-0.00011973814252996817
2463,16270,-0.00018945991178043187,-0.26606443524360657,19,5,0.2631579041481018,-0.00013961686636321247,4.9843052693177015e-05
2464,12671,-0.00018962437752634287,-0.15148012340068817,27,12,0.4444444477558136,-0.0003109595272690058,-0.0001213351497426629
2465,13668,-0.00018974127306137234,-0.18585339188575745,19,7,0.3684210479259491,-8.472792251268402e-05,0.00010501335782464594
2466,10854,-0.00018990837270393968,-0.1495114415884018,7,4,0.5714285969734192,0.0001523364189779386,0.0003422448062337935
2467,7443,-0.0001906639663502574,-0.2603099048137665,15,6,0.4000000059604645,-0.00014558591647073627,4.5078057155478746e-05
2468,14803,-0.000190756720257923,-0.16036666929721832,7,2,0.2857142984867096,-2.4754921469138935e-05,0.00016600180242676288
2469,1268,-0.00019199340022169054,-0.24613259732723236,11,3,0.27272728085517883,-6.0066591686336324e-05,0.0001319268048973754
2470,4263,-0.00019357579003553838,-0.25399675965309143,13,2,0.1538461595773697,-3.393607403268106e-05,0.00015963971964083612
2471,11396,-0.00019364517356734723,-0.21116755902767181,25,9,0.36000001430511475,0.00029243266908451915,0.00048607782809995115
2472,2741,-0.00019380790763534606,-0.12585648894309998,6,4,0.6666666865348816,-0.000418535724747926,-0.00022472781711257994
2473,10311,-0.00019403421902097762,-0.22526009380817413,20,8,0.4000000059604645,-0.00030691211577504873,-0.00011287790403002873
2474,15579,-0.00019414232519920915,-0.22785340249538422,19,8,0.42105263471603394,0.00013911421410739422,0.0003332565538585186
2475,4334,-0.00019416156283114105,-0.19139686226844788,21,8,0.380952388048172,0.0001637028035474941,0.00035786436637863517
2476,11142,-0.00019475704175420105,-0.21940737962722778,15,7,0.46666666865348816,2.2280431949184276e-05,0.00021703743550460786
2477,942,-0.0001949730794876814,-0.23047897219657898,20,5,0.25,-0.00020338213653303683,-8.409068868786562e-06
2478,4849,-0.0001953692699316889,-0.20195907354354858,20,8,0.4000000059604645,0.0002493876381777227,0.0004447569081094116
2479,12368,-0.00019580342632252723,-0.19890372455120087,20,10,0.5,-0.00013133720494806767,6.446619227062911e-05
2480,15454,-0.00019631786562968045,-0.03894073888659477,21,9,0.4285714328289032,-0.0009102835319936275,-0.0007139657391235232
2481,3394,-0.00019689579494297504,-0.10998847335577011,9,6,0.6666666865348816,-0.00011867382272612303,7.822193583706394e-05
2482,6877,-0.00019698399410117418,-0.22803138196468353,14,4,0.2857142984867096,2.0308147213654593e-05,0.0002172921522287652
2483,4321,-0.00019867578521370888,-0.1394224315881729,7,4,0.5714285969734192,-0.00032059199293144047,-0.00012191620044177398
2484,13359,-0.00019900391635019332,-0.055315449833869934,21,15,0.7142857313156128,-0.0004608491435647011,-0.000261845241766423
2485,3122,-0.00019954933668486774,-0.17324130237102509,18,6,0.3333333432674408,-0.0003018840798176825,-0.00010233473585685715
2486,4660,-0.00020100866095162928,-0.19905266165733337,17,8,0.47058823704719543,7.909690793894697e-06,0.00020891832537017763
2487,4991,-0.0002013557532336563,-0.30965152382850647,19,7,0.3684210479259491,-0.00012342623085714877,7.792953692842275e-05
2488,4342,-0.00020189284987282008,-0.27939116954803467,11,6,0.5454545617103577,-7.199951505754143e-05,0.0001298933057114482
2489,2653,-0.00020420637156348675,-0.1294841468334198,15,9,0.6000000238418579,-0.001392250880599022,-0.001188044436275959
2490,7496,-0.00020581681746989489,-0.1644657552242279,11,4,0.3636363744735718,-0.0008087700116448104,-0.0006029532523825765
2491,11308,-0.0002062458952423185,-0.11584369093179703,9,4,0.4444444477558136,0.00017669481167104095,0.00038294069236144423
2492,9104,-0.00020633978419937193,-0.300388902425766,8,3,0.375,6.85226550558582e-05,0.00027486245380714536
2493,10648,-0.00020778400357812643,-0.30025574564933777,23,8,0.3478260934352875,0.0005588629865087569,0.0007666470482945442
2494,5388,-0.00020934031635988504,-0.16474534571170807,25,14,0.5600000023841858,-2.3070871975505725e-05,0.00018626944802235812
2495,12797,-0.00021220413327682763,-0.18733152747154236,23,12,0.52173912525177,-6.327149549179012e-06,0.00020587696053553373
2496,9533,-0.00021364711574278772,-0.35060858726501465,17,8,0.47058823704719543,0.00025683065177872777,0.00047047779662534595
2497,7267,-0.00021375718642957509,-0.13475705683231354,13,11,0.8461538553237915,2.4148768716258928e-05,0.00023790592967998236
2498,13934,-0.00021408297470770776,-0.10282355546951294,39,17,0.43589743971824646,-0.0004630214534699917,-0.000248938420554623
2499,479,-0.00021443856530822814,-0.11787807196378708,7,5,0.7142857313156128,-0.00016425705689471215,5.01815156894736e-05
2500,14262,-0.00021507704514078796,-0.15851990878582,9,5,0.5555555820465088,-0.0002545661118347198,-3.948905214201659e-05
2501,11233,-0.00021911338262725621,-0.12285912036895752,22,13,0.5909090638160706,0.00026617597904987633,0.0004852893762290478
2502,15642,-0.00021933112293481827,-0.33886560797691345,8,1,0.125,-0.00022059162438381463,-1.260483941223356e-06
2503,4180,-0.00022020869073458016,-0.26548293232917786,12,4,0.3333333432674408,-0.0012094017583876848,-0.0009891930967569351
2504,11669,-0.00022081650968175381,-0.15120083093643188,6,2,0.3333333432674408,9.230442810803652e-05,0.00031312095234170556
2505,13834,-0.00022184003319125623,-0.15597282350063324,8,4,0.5,-0.00027640213374979794,-5.456207873066887e-05
2506,13384,-0.00022200480452738702,-0.13054460287094116,34,15,0.44117647409439087,0.0006641236832365394,0.0008861285750754178
2507,15685,-0.0002224230847787112,-0.1784590482711792,17,6,0.3529411852359772,-0.00016437278827652335,5.8050325606018305e-05
2508,11109,-0.00022351540974341333,-0.1562437117099762,5,3,0.6000000238418579,-0.00023104930005501956,-7.533885309385369e-06
2509,14086,-0.00022357891430146992,-0.14754103124141693,21,15,0.7142857313156128,0.00011148172052344307,0.00033506067120470107
2510,1549,-0.00022365090262610465,-0.12405426055192947,13,7,0.5384615659713745,0.00018287423881702125,0.00040652515599504113
2511,8420,-0.00022419770539272577,-0.3980123996734619,24,8,0.3333333432674408,-0.00016533987945877016,5.885778955416754e-05
2512,11840,-0.00022609923325944692,-0.16608285903930664,13,6,0.4615384638309479,7.41470284992829e-05,0.0003002462617587298
2513,6210,-0.00022660146350972354,-0.22910767793655396,11,7,0.6363636255264282,-0.0004495811590459198,-0.00022297965188045055
2514,13912,-0.00022676859225612134,-0.30195093154907227,19,7,0.3684210479259491,0.0002638104488141835,0.00049057905562222
2515,9011,-0.00022748092305846512,-0.10959149897098541,24,11,0.4583333432674408,0.00016309230704791844,0.00039057323010638356
2516,16117,-0.0002276449667988345,-0.15754669904708862,26,16,0.6153846383094788,0.00043277148506604135,0.0006604164373129606
2517,15623,-0.00022883650672156364,-0.16067299246788025,4,1,0.25,-0.0002227373915957287,6.099110578361433e-06
2518,8142,-0.00022940663620829582,-0.07198460400104523,32,15,0.46875,-0.0012440946884453297,-0.0010146880522370338
2519,2224,-0.0002304007502971217,-0.21779242157936096,18,8,0.4444444477558136,-0.0002769845596048981,-4.65838129457552e-05
2520,1083,-0.0002362518571317196,-0.19964717328548431,28,7,0.25,3.749756797333248e-05,0.00027374940691515803
2521,6890,-0.00023739211610518396,-0.2919759750366211,18,5,0.2777777910232544,-0.00011860400263685733,0.00011878813529619947
2522,1591,-0.0002378480276092887,-0.15677210688591003,8,4,0.5,-0.00028399162692949176,-4.6143562940414995e-05
2523,15740,-0.00023857972701080143,-0.2295294851064682,16,6,0.375,-0.0004980362136848271,-0.0002594564575701952
2524,14125,-0.00023859218345023692,-0.21917758882045746,10,3,0.30000001192092896,-0.0001893080334411934,4.9284113629255444e-05
2525,11790,-0.00023928229347802699,-0.23283624649047852,8,3,0.375,-0.00031264714198186994,-7.336487033171579e-05
2526,12944,-0.0002392848691670224,-0.1970663219690323,21,8,0.380952388048172,-0.00026654702378436923,-2.726216371229384e-05
2527,11046,-0.00023930039606057107,-0.04457131400704384,31,13,0.4193548262119293,0.00011809365969384089,0.00035739404847845435
2528,8412,-0.00024053100787568837,-0.25419899821281433,26,14,0.5384615659713745,0.00015255164180416614,0.00039308262057602406
2529,14765,-0.000240571447648108,-0.2654809057712555,17,5,0.29411765933036804,3.177135658916086e-05,0.00027234278968535364
2530,16018,-0.00024276456679217517,-0.1425570249557495,24,11,0.4583333432674408,-0.0003666162374429405,-0.00012385168520268053
2531,6548,-0.00024285248946398497,-0.1517854481935501,18,11,0.6111111044883728,-1.120894194173161e-05,0.00023164355661720037
2532,10309,-0.00024287607811857015,-0.17637698352336884,21,9,0.4285714328289032,0.00015186917153187096,0.0003947452059946954
2533,9660,-0.00024366103752981871,-0.21185515820980072,29,14,0.48275861144065857,5.8746751165017486e-05,0.0003024078323505819
2534,615,-0.00024418759858235717,-0.18923452496528625,19,9,0.4736842215061188,0.00023531148326583207,0.0004794990527443588
2535,13562,-0.0002465181169100106,-0.11332719027996063,22,9,0.40909090638160706,0.00019650976173579693,0.0004430278786458075
2536,4490,-0.0002470261533744633,-0.23462267220020294,25,13,0.5199999809265137,-0.0009477472049184144,-0.000700721051543951
2537,4586,-0.00024786515859887004,-0.32727059721946716,21,4,0.190476194024086,8.598536805948243e-05,0.00033385047572664917
2538,12026,-0.00024816516088321805,-0.15841303765773773,7,4,0.5714285969734192,7.857335731387138e-05,0.00032673851819708943
2539,11862,-0.0002486631856299937,-0.13756585121154785,19,8,0.42105263471603394,0.0001761648163665086,0.0004248279728926718
2540,4479,-0.000250885117566213,-0.2427162379026413,30,12,0.4000000059604645,-0.0001832349953474477,6.765020953025669e-05
2541,15477,-0.0002509358455426991,-0.29959842562675476,11,4,0.3636363744735718,-3.395872045075521e-05,0.0002169771323679015
2542,1582,-0.0002517230750527233,-0.15987496078014374,9,4,0.4444444477558136,8.153681847034022e-05,0.0003332599007990211
2543,7133,-0.00025230171740986407,-0.22737905383110046,14,3,0.2142857164144516,-0.00035035982728004456,-9.805809531826526e-05
2544,11580,-0.0002548176853451878,-0.19550035893917084,26,10,0.38461539149284363,-7.548012945335358e-05,0.00017933758499566466
2545,8045,-0.00025495002046227455,-0.16153119504451752,20,14,0.699999988079071,0.00011888317385455593,0.0003738332015927881
2546,10460,-0.00025629420997574925,-0.1172558069229126,7,2,0.2857142984867096,5.191572563489899e-05,0.00030820994288660586
2547,13845,-0.0002567491610534489,-0.2195579707622528,13,4,0.3076923191547394,-0.0005310476408340037,-0.00027429847978055477
2548,14818,-0.00025691199698485434,-0.15359146893024445,18,6,0.3333333432674408,0.00012401107233017683,0.0003809230402112007
2549,6629,-0.00025840644957497716,-0.19765466451644897,35,15,0.4285714328289032,-7.398572051897645e-05,0.00018442078726366162
2550,12423,-0.0002624639600981027,-0.23273465037345886,6,3,0.5,-0.0007897961186245084,-0.0005273320712149143
2551,11322,-0.00026319595053792,-0.26614516973495483,18,6,0.3333333432674408,-0.0003423203597776592,-7.912443106761202e-05
2552,15457,-0.000264355621766299,-0.21668553352355957,27,11,0.40740740299224854,0.00033233160502277315,0.0005966872558929026
2553,6673,-0.00026588598848320544,-0.10916068404912949,20,11,0.550000011920929,-0.0003505381755530834,-8.46521943458356e-05
2554,9468,-0.0002669340174179524,-0.36819109320640564,17,5,0.29411765933036804,-0.00044218316907063127,-0.00017524913710076362
2555,6101,-0.0002700250770431012,-0.10083642601966858,23,13,0.5652173757553101,0.00034055038122460246,0.0006105754291638732
2556,5408,-0.0002717846946325153,-0.2762521505355835,8,1,0.125,7.119998917914927e-05,0.0003429846838116646
2557,570,-0.0002721260243561119,-0.14295166730880737,26,15,0.5769230723381042,-0.000156975700519979,0.00011515029473230243
2558,11569,-0.0002723928482737392,-0.14562013745307922,6,4,0.6666666865348816,-2.7984749976894818e-05,0.00024440811830572784
2559,2371,-0.00027258804766461253,-0.21542999148368835,19,6,0.31578946113586426,-0.0002429807063890621,2.9607301257783547e-05
2560,14974,-0.0002728197432588786,-0.17910327017307281,17,9,0.529411792755127,0.0004501692019402981,0.0007229889160953462
2561,12445,-0.00027324273833073676,-0.1677785962820053,17,7,0.4117647111415863,0.00034943060018122196,0.0006226733094081283
2562,8105,-0.0002747582911979407,-0.281820148229599,14,6,0.4285714328289032,0.00042606666102074087,0.0007008249522186816
2563,114,-0.00027501993463374674,-0.22954526543617249,26,12,0.4615384638309479,0.0003966457152273506,0.0006716657662764192
2564,14454,-0.00027553748805075884,-0.2770680785179138,15,7,0.46666666865348816,-0.000593633099924773,-0.00031809561187401414
2565,11264,-0.000277748767985031,-0.2257530689239502,17,7,0.4117647111415863,-0.00054683763301,-0.0002690888359211385
2566,5225,-0.00027793034678325057,-0.3545916974544525,26,7,0.26923078298568726,0.0005269384710118175,0.0008048688760027289
2567,188,-0.0002795813197735697,-0.13866646587848663,10,4,0.4000000059604645,-4.457004979485646e-05,0.00023501126270275563
